ASIN,date_info,name,title,content,rating
B07WSQDMHJ,Reviewed in India on 22 December 2020,Varun kumar,Best washing machine,Wonderful,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 13 March 2020,Vikas Ranjan,Good product,Easy to use,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 December 2020,Raja Mohammed,Good,Good,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 17 November 2020,Shihabudheen cheekutty,Lg,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 27 November 2019,Amazon Customer,Bill not received,Bill not received along with item. Machine is good and delivered on time,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 August 2020,Mohammad Kamran,Nice Product in this Range.,Overall good product in this budget.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 15 August 2020,Jitendra Yadav,Good Experience.,Good And Original Product. Thank You Amazon.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 24 January 2020,Deepak Sharma,Good product,"It's same as I expected, love it",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 8 September 2020,Amazon Customer,Value for money,Very good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 November 2020,Manoj kumar,Very useful,Very nice,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 January 2021,jp chauhan,Good,Good product and essy to use.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 March 2021,Rahul,Nothing,Good product but not the best,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 December 2020,Bhagabati Prasad Panda,quality,good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 31 January 2021,delila d.,Good,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 16 January 2020,Shubham,Owsm product,Owsm product. Nice cleaning.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 July 2020,preetam singh,working good,good product. until now 100% satisfy,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 28 February 2021,Mayank paliwal,Worth it,Eazy to use,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 January 2020,ROSHAN R SHIRODKAR,Value of money,Nice product and accessories,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 July 2020,rohit g,Must buy in semi-automatic category,"Easy to use, good machine for daily use.",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 July 2020,Vinod Sharma,Superb,Nice Product 👍👌,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 November 2020,Joydeep,Nice product and easy to use.,Value for money..,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 December 2019,Varun Dahiya,Best product,"Best product in this range, easy to use, comfortable in movement",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 November 2020,RINKU SHARMA,Almost good,Almost good,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 October 2019,Amar khan,Lg 8 k.g semi washing machine,Amazing💕😍 very fast and good washing machine on this price,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 3 March 2020,Golden Boy,Easy to use,I love this machine,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 August 2020,B SOMASEKHARA RAO,NIC working,Excellent working,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 24 October 2020,Suraj p,Nice prodct,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 19 February 2021,MARIYAPPAN KANNUR,Nice,Nice product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 January 2021,ADARSH RAJ,Good one,Good quality,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 February 2021,Nitish verma,Good,Good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 February 2021,MD JAVED ALAM,Excellent,Excellent,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 13 November 2020,Aman Garg,Good,Very good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 20 November 2020,Bipin Bihari Prasad,Durability,Good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 February 2021,Amar S.,Good,Good,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 March 2021,ilyas kazee,Good,Good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 January 2020,Lockendra Vashistha,Perfect machine,Good machine,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 March 2020,Amazon Customer,Good Product,Good Product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 1 August 2020,prabhakar kanade,Excellent,Product is good,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 10 June 2020,Amazon Customer,Good,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 31 December 2019,Sajitha,GOOD,EXCELLENT,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 6 November 2019,jijendharsingh,Authorised,Good product..,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 2 March 2020,Amazon Customer,Good Semi Automatic Machine,Nice Machine. Worth to Buy,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 20 November 2019,Ritu Bala,Good quality,Good quality and fast delivery,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 March 2020,SHAGUL HAMEED,Good,Nice value for money,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 March 2020,Kiran,Its a good product,Its a good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 25 October 2019,chandra sekaran,Motor sound coming outside,Producing motor sound outside,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 25 February 2020,Afrin MULLA,Wow,Great value for money,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 October 2019,abhishek kumar,Good,Very nice products LG,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 1 March 2020,Harshit Jaiswal,Good product,Good,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 March 2020,Shakti A.,Samsung washing machine,It's a good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 March 2020,rita,Perfect,Excellent,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 28 November 2019,Amazon Customer,No 1,Super,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 March 2020,Vishal K.,Awesome,Awesome,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 January 2020,Shruthivenkatesh,Nice product,Nice product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 3 March 2020,S.manimaran,Value of money,Good and super,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 March 2020,jamal,Nice,Nice,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 March 2020,vishal puri,Good,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 January 2020,Abdul Khan,G,Very good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 15 January 2020,abhishek mallick,Good,Value for money,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 24 December 2019,Rahul kumar,No words.....,Good experience,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 February 2020,Rajesh Bhatnagar,So good,So good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 January 2020,mohamed siddiq,Best quality,Likes,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 2 March 2020,pushpendra singh,I am happy in this product,Good,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 February 2020,Vinay kumar,Good,Good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 December 2019,SHIVAM MEHTA,Very nice,👌,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 19 November 2019,Amazon Customer,damaged one,"received the damaged product, spinner was not working and returned, never had such experience from amazon earlier. there is no inlet pipe, which will connect to tap, and one tuner was missed (on the panel a tuner is helped to select the high / medium...). total it was a pathetic experience. money credited back with in 2 days of return.",3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 October 2019,Amazon Customer,"Brought the product for Rs 13,099 only",Good product sturdy enough and is light weight thereby easy to move around only con at this point is that it doesn't have a regular filter but a magic filter Which it seems is not working as expected. The product is available in 3 colour,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 10 October 2019,yasar kv,good product....,i am using good product ....5star system law enrgy... good washing and spining...happy my family...,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 June 2020,Gireesh chaitanya,Filter bag is missing,"In the washing machine ""filter accessory bag"" is not there. It is missing.",3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 July 2020,Dhruv ,"Classic, wonderful! good job LG !!!!!!🤟🤟","Value for money, easy to use and very nice in 👌👌 look!! Beautiful😘😘",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 10 October 2019,KAPIL KUMAR,Happy with my choice and shopping experience with amazon,"Very good quality product, same as discription, Lg semi automatic washing machine 8 kg capacity 5 star energy rating inverter compilent. i have bought it during great indian shopping festival sale on 4th October 2019. final price after 10 % instant discount on sbi card was 11275 INR while MRP printed on the box was 16999 INR. delivery was great, amazon delivery van came into my house in my village . i am really surprised and happy coz these companies like amazon now delevers to villages. thanx amazon.",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 10 November 2019,9582154990,Good Product...,Very Nice,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 May 2018,AARON,I did not receive the inlet hose and lint filter ...,"I did not receive the inlet hose and lint filter. When I contacted Amazon, I was told I should contact LG customer support who in turn informed that since the purchase was through Amazon, they cannot entertain my claim. I will have to contact Amazon for the short receipt.",3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 16 August 2018,Takesh Dutt,Just Awesome product from lg and The delivery is so fast from Amazon,"Very powerful washing machine,Awesome washing of clothes.. Value for money just go for it.. From market it is about 3k less on Amazon.. Happy & Satisfied customers from Amazon 🙂",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 12 March 2018,Kaushal LaCeUp,Good product so far go for it,Product is good. And you can literally wear the clothes directly after wash.. Only problem is that the seller has not sent the Rotation filter along with the product. I have contacted LG support they are coming tomorrow to arrange the same.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 25 July 2018,Ricky Makkar,Missing lint filter,Everything is good except the missing accessories. We haven't got the lint filter along.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 1 July 2018,Manilal T. G,Missing Cloth filter of washing machine,There is no Filter inside the washing machine or Cloth filter is missing today we open the pack.,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 April 2019,Coval,Easy to use,"Have used it a few time not happy with the machine the spin cycle is great as is the washing cycle. Super easy to use. Only down side was the delivery guys, I had to argue with them to have a free open box inspection. Although they had no idea what they were inspecting. If you're going to offer a service at least send people who know what they are doing. It would have been nice if they took away the packaging too.",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 August 2020,Waseem hasan,Value for money and overall a good product,"Earlier I bought 7kg thinking that it will be bigger in size as compare to our earlier old 6.2kg lG washing machine but it seems LG has changed its product and new 7kg model is smaller then old 6.2kg model. Somehow I managed to return it to Amazon and tracked 8kg model’s price for almost 2-3 weeks and finally during prime day sale i got it for the same price as 7kg. Now lets come to product’s review.. It has got a great color combination, light in weight, easy to use and clean clothes easily. I really like the 360 degree rotation feature so it’s easy to move. It doesn’t make much noise and easy to operate. I am giving 4* because old lg model was much robust and good quality as compare to new ones.",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 October 2020,ASHISH GUPTA,Machine Make is very very worst. Never buy.,"Machine make is not at all good, no place to hang wire, no place to hang drainage pipe, the clamp that came is also not of good quality and also it cannot be inserted properly. Washer cover is completely detachable, very likely to fell down. Only 2 Wheels are rotating false mentioned, not rotating properly.",1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 15 June 2020,Sai Kasyap,"Price worthy product, little noisy when it comes to spin tub operation","Product is good. Magic wheel feature is helpful to move it easily. But, As mentioned in product features,there is no 360rotation.. Lint filter is not provided as part of delivery. Need to check with company executive on this. Drier is vibrating, I feel more noisy than Panasonic washing machine which we used earlier.",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 13 August 2018,Missing filter,Filter missing,Missing filter kindly send us the filter,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 March 2020,Mandar Sakhare,Defective product received,"The product is giving the problem for the first day.. During the dryer operation very loud noise came.. After calling 2-3 times to the customer care, technician came and remove the dryer tub for some replacement work.. But now after almost 9-10 days no one came to reinstalled the dryer tub.. Was not expecting this type of defective product delivery from the Amazon.",1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 November 2020,Rajashekar R.,"Product is good, but short supply by the Amazon agent.","Since it is a Semi automatic Washing Machine, Installation was not included in the Amazon scope. I have opened the box. Product looks good. But Lint Filter has not been supplied with product. Now, I am searching for LG lint filter in local market. Also, I was purchased this machine on exchange basis, but delivery boy's did not take my old washing machine. Instead of that they took Rs.530 from me. This is not the way.",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 October 2019,PRATEEK,Good deal,This machine is so simple n uncomplicated.. Being semi automatic water consumption is also limited.wheels at bottom makes it mobile too.. Clean quality is at par with any other semi automatic washing machine. Till date a good washing machine.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 December 2019,Rahul Kaushal,Nice,Bought this machine and delivered in very safely. Only disappointed with the installation of this. No one came to install it. Very disappointing with the LG service. But product is good and working very well.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 25 February 2021,siddharth,Very good,I bought this LG semi automatic 8 kg semi automatic washing this February 21. It is good product. It has new lint collector as well as buzzer. Inlet and out let pipe was with the Machine. Over all good product. If avail some discount it would great.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 26 November 2020,Ravindra Sukthankar,Good product,"At the end of wash cycle, there is buzzer just before one minute of the cycle and it is too noisy. There should be option to stop the same.",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 July 2019,Dfa,Lint collector missing,Lint collector missing in my machine. Kindly provide it,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 April 2019,Amazon Customer,LG products and amazon are at it’s Best ⭐️✨✨✨,"This product is for self use, the Quality of LG products is undoubtedly Very Good and long lasting and Amazing delivery by amazon.",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 16 October 2019,It's RrohiT,Nice,Good product by LG. It's shaking some times but all over it's good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 4 February 2021,DURVIJAY SINGH,Product good but ensure all accessories available with it,The product was well intact and good in condition but the only thing missing with the product was its cloth filter for which I wanted to return item but couldn't as replacement stock was not available and I had to purchase the filter separately.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 January 2020,Rohit Kumar Singh,Awesome machine,"No matter how hard you use, it always cleans your cloth with little effort",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 October 2018,Manoj,LG products are good as this is.,"Good Product but the tub seems to be smaller then my previous LG 7 kg washing machine, neighbours also telling me the same thing.",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 July 2019,Khalid,"Easy to use , valu for money",Good product. Very power full lg Washing Machine. My mom is very happy. Delevery is very speed. Tq amazon,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 21 September 2019,kishore kumar,Missing parts,Filter is missing in the package...need to buy again:(,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 August 2018,Akshay bishnoi,Got a good deal during freedom sale with 10 % cashback on ...,Got a good deal during freedom sale with 10 % cashback on sbi card. If you r looking for 7 kg see this one too. Its 8kg but sleek. Collor washer is just a feature.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 October 2019,kirankumar,Good I am 4 star grading,Item is super but body is shaking running time,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 25 December 2020,Amazon Customer,8 KGS LG WASHING MACHONE,Most efficient cleaning,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 August 2020,Amazon Customer,Great product.,Nice product. Happy with the product as it is very easy to use and value for money. I using it for almost one year and it is working to my great satisfaction.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 August 2020,Lalit Sharma,Good product with poor delivery experience from amazon,"Good quality product, but this time very very disappointed with amazon delivery person's behavior, very rude, asking for tip and do misbehavior with senior citizens also.",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 September 2018,Sachin Gaikar,No demonstration given,Nobody came for demonstration even after 7 days of delivery of washing machine.,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 July 2019,NAV AG,Best,Best in class,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 25 September 2020,DD,Good Product,Good Product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 September 2019,Vivek Raturi,Value for money,Using this washing machine from the past 8-9 months. It's working so good & I didn't face any problem yet. Easy to use & one of the best washing machine in this price range.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 March 2020,Amazon Customer,Good,Working fine,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 November 2018,Saket singh,Best Semi Automatic washing machine,Best Semi Automatic washing machine @ best price and nice delivery.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 November 2020,Ejaz chaudhary,Good product working nice and easy to use,Nice product value for money,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 3 March 2020,Deepak Sambyal,Good Product,Product received in good packing but after using few days I found few screws are missing near handle. But. still there no operational issue in machine.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 16 March 2021,Sameer Chopra,Good machine,Good product. Everything about this is good.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 24 January 2021,Atul V.,Good,I like it do its duty well have space,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 February 2019,Amazon Customer,Very good machine,Very good product and fast delivery,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 October 2020,NITIN ARORA,Best semi automatic machine,Go for it...Highly recommended...,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 November 2020,Ravinder,Nice product,Nice product,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 September 2018,Mitul Mahajan,Excellent,Nice product. Working perfectly,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 July 2020,ANKUR BARANWAL,Good for large families and rural areas,Its good for large families and easy to use.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 July 2020,Amazon Customer,Poor delivery,There is no filter bag...it is not in the accessories bag...who will give that...while purchasing the product it is also inclusive..,2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 October 2020,Narendra Paul,Good performance and easy to use,Amazing washing machine from LG. Easy to use and washing clothes very nicely. I'm very happy with the performance of product.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 February 2019,Ullas,Product is good,Product is good . But your courier service (gati) not good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 19 August 2018,Pinki ,Jaisa dekha waisa hi mila,"Nice product, I happy with this. Thanks amazon team , to delivered right Product before delivery date",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 August 2018,Amazon Customer,Execellent product and ultra fast delivery,Execellent product and ultra fast delivery,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 January 2021,Praveen,Good product.,Everything is good except its drain pipe length and holder position.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 March 2020,balu,Trust this product,Product is very good and easy to use value for money and no doubt please go ahead...,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 August 2018,Prashant kadam,Happy custmer,"features, brand and loading capacity is awsome at this price range. I am HAPPY CUSTOMER OF AMAZON. Thank you amazon.😊😊😊",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 January 2019,Amazon Customer,Great 😍😍😍,Really great washing machine in this price and great look and working technique.. Thanks amazon,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 March 2019,Sinu re,"V nice ,good quality",Bahot achhi machine he.... tank bada he. Blankets ki bahot acchese washing ho jati he.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 July 2019,Amazon Customer,Good,Easy to use,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 October 2019,Arun Prabu,Machine,Water leakage available,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 16 August 2019,Archana Rai,Best in d market,I m reviewing this after using it for more den a true now.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 April 2019,Amazon Customer,Check the machine before the delivery,Check the machine properly before the delivery,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 May 2019,Appalaraju Ragolu,Good,Good,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 25 June 2019,Nitin Kasle,Worth to buy on Amazon,always prefer heavy (above 7 kg. ) semi automatic wasing machines for desired performance.,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 May 2019,Ubaid ahamad,Good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 19 December 2018,Amazon Customer,Washing Machine,Best and user friendly,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 4 July 2020,R K Verma,Accessory,We not received the filter installation as per you it's kept inside accessory bag,2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 13 August 2020,sachin,No bill/invoice received,Just to inform there is no bill/invoice received for this product,3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 6 March 2019,Anil Kaura,Good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 October 2018,syed.zameer,Good,"Nice washing machine,easy to use , working great",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 4 May 2019,Tejas Karandikar,Drier stopped working within 6 months,"Within 6 months, the drier has stopped working. Would not recommend anyone.",2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 17 November 2020,Ismail S.,Hight price compare to other brand,Good one i bought this at Rs 13004 no special discount given by Amezon,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 December 2020,Ankit Gupta,No,No,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 August 2019,Deepak sharma,Like,Super,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 September 2018,Chester Domnic Miranda,Good machine,Good delivery. Good machine,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 September 2020,Vishal DK,Good product.,Nice,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 1 February 2019,bharatsinh,Good,Good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 18 October 2020,Moin SK ,BEST 1,BEST 1 .. DON'T THINK ... BUY IT ... SUPERB QUALITY 👍👍👌👌,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 1 December 2020,Farooq ahmed,good quality product and timely delivery,as usual LG experience is unmatchable...,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 15 August 2019,Azimushshan Ahamd,Good But...,Overall Good but so noisy,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 15 July 2020,Avinash Sharma,Good,Amazing product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 November 2020,AbdulWahid Ansari,Value for money,"Easy to use, Value for money.",5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 July 2019,Darmesh,Worth the money,Easy to use and value for money,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 3 September 2020,Atul Patil,LG....Always Best,Very nice product....Great Design n Compact in size,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 March 2019,Rakesh Kumar,Good Product,"Good Product,Power code should be upper position,else Everything is perfect...",4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 26 October 2020,Mohit Kumar Rohilla,Good experience,No issues...i m using from last 2 months,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 November 2020,Yashmin,AMEZON SEND GOOD PRODUCT,AMEZON SEND GOOD PRODUCT I AM HAPPY. THANKS AMEZON,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 October 2018,abhay singh chauhan,Technical help,"Not opened , when the LG person will come for demonstration",3.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 June 2020,Arzan Ali,Nice product. Value for money.,Just awesome.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 September 2019,B madvan Rao,Better,Like❤,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 September 2019,laljee,Worth for money,No issue till now..easy to use.. value for money,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 March 2020,Surender k.,LG company executive. No help,LG customer care no help,2.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 8 December 2019,Amazon Customer,Not bad,Works very well,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 13 August 2019,Amazon Customer,Good product,In this range very good product....,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 24 November 2020,Bhupendra kumar,Value for money,Best response nice product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 12 October 2019,Amazon Customer,Good,Cover of washing side is not good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 5 February 2021,tarun gupta,",",Like this product,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 November 2020,E deena kumar,Excellent performance...simply superb,Lg stolen my heart,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 March 2020,prafulla,Lg washing machine,Easy to use...but filter kit is missing,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 20 November 2020,ANURAG RAI,Awesome,Value of money..,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 2 June 2019,Vinothraja,Super,I like,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 June 2018,VenuG,LG Semi Automatic 8.0 Kg top loader washing machine,Excellent washing machine.,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 November 2020,Kiran Gondake,Good,Good product and Amazon good service,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 28 November 2020,Creamy,Good product,Good product delivered as expected,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 1 February 2021,Amazon Customer,Nice,Good product. Value for money,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 February 2020,Kundan kumar,Filter missing,Filter is missing,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 13 October 2020,JAI KUMAR,Very good product,Its good,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 June 2018,Amazon Customer,Very good,Nice look and working smooth,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 3 February 2021,M.Moorthi,Dryer,I like very much this product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 12 August 2020,Smaran Kumar,Warranty card is not stamped,Warranty card is not stamped,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 22 June 2019,SHYAM KUMAR,Easy,Like,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 23 October 2019,Rahul Yadav,Value for money,Great value product,5.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 9 August 2019,Mohd Zubair,The lint Filter was missing :(,The lint Filter was missing except that everything seems to be perfect!,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 7 September 2019,Tariq Shamlan,Good,Nice,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 29 October 2020,Parvinder Singh,Size very small,Product size is very small,1.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 14 December 2020,Sahil sharma,"simple feature, ultimate product",nyc product nd easy to use,4.0 out of 5 stars
B07Y8KT74X,Reviewed in India on 27 February 2021,priyesh kumar,"Values of money,","Nice product,Thanks Amazon",5.0 out of 5 stars
