ASIN,date_info,name,title,content,rating
B085JF9J44,Reviewed in India on 31 December 2020,Abu Hashir,The machine is upto the mark,Everything was fine ! Very much satisfied with the functioning as you expect from a quality machine !,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 28 October 2020,Kindle Customer,Abdul Rehman,It is working fine as expected. The product is as it is as it was showing in the Amazon app.,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 6 November 2020,rahil,products is good,"worth of money.it is good but drayer is not as per expects,",4.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 January 2021,Irfan,Awesome product,Superb,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,Huzaif uddin,Valued quality and excellent,The product is very useful and good quality. And very helpful service from amazom,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 25 January 2021,Amazon Customer,It is a very good product,I like this product it is a useful for us,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 4 December 2020,Amazon Customer,Bravo,Nice washing machine. So far it look lije a value for money.,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 31 January 2021,Pankaj Kashyap,Worth for money,Very nice product in this price range,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 11 September 2020,Saurabh bhoir,Wonderful product,Nice product and nice condition,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 4 December 2020,sumit kumar,Amazing product,Best in its price range. Functioning is smooth and no sound while operating.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 25 January 2021,Veda,Satisfied 😀,It is amazing product. Worth buying.,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 6 November 2020,Amazon Customer,Easy to use,Best washing in this segment. easy in use. awesome quality,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 6 November 2020,sahil kshirsagar,Very good,Good value for money. Length of drainage pipe is short else OK,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 6 November 2020,Puneet Kohli,Product Review,Great value for money...,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 September 2020,Nisha Sasidharan,Good One,Nice and good product. Easy going. Easy installation,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 30 January 2021,Rakesh Ghosh,Good product,Good product value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 30 January 2021,Mittal Suthar,Good product,Good product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 18 March 2021,Ansari  Hassan,nice product,good product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 25 January 2021,Muskan Kukreja,The product is amazing .,The product is easy to you and reasonable with the good quality.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,Amit Kumar,Value for money product.,"Very nice product, quality is very good, I am very happy 😊😁❤️",5.0 out of 5 stars
B085JF9J44,Reviewed in India on 15 February 2021,krishan Gopal Shukla,Krishan Shukla,Value for money. Nice product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 23 November 2020,Amazon Customer,Value for money,Nice product and value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 23 January 2021,SAIFI,saifi,Working fine since started using in dec 2020,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 10 December 2020,Ravi kumar,Simply super,Super nice product value for money,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 January 2021,Devansh,Very good,It is a good washing machine at value able price.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 27 October 2020,Preet,I is very usefull,It is very usefull and like it very much,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 2 December 2020,SANJIB NARAYAN PAUL,Good product in reasonable price.,Mostly like . Get it reasonable price.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 26 October 2020,Musthafa,Quality product,It's good product and value for money as well.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 November 2020,Najam,Worth buying.,Good product. Value for money.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 18 January 2021,harjit singh,Good,Very good product. Interface user friendy,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 November 2020,raumil maniar,Good product with fine quality,Value for money...,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 19 October 2020,Ayaan,excilent,very excellent washing machine I like it,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,SAYEMA S.,Nice.,Value for money.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 15 November 2020,bhanu pratap,After sale service is good,Their aftersale service is good.,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 29 December 2020,Amazon Customer,Good,Exceptional value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 November 2020,bijendersingh,Good product,Yes it’s value for money products,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 October 2020,Amazon Customer,Best products in this price,This product is very good to use,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 2 December 2020,Kirpashankar,Vary good products I'm happy with amazon teem,I. like this product very Nice,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 4 January 2021,Amazon Customer,Raj madankar,Good washing machine,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 7 January 2021,javed,Javed,Good washing machine,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 29 December 2020,Amazon Customer,Gaurav yadav,Good washing machine,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 2 December 2020,Inderjeet Singh ,Good product ever,This product is very best.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 10 January 2021,Mohinder Singh,"Let's see the after sales service from the company, if at all required.",Value for Money...,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 December 2020,Rajiv Ranjan,Good product.,Good and money value product.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 15 December 2020,ravi goswami,First time purchase for this brand,Good product 👍,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 December 2020,ASHISH,PERFECT,VALUE OF MONEY,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 1 November 2020,Sumit saraswat,Yes,Best product in price,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,Amazon Customer,Good value for money,Good products,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 23 January 2021,Zaid,Zaid,Good washing machine,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 4 September 2020,Parikshit Markanday,Nice product,Nice product,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 22 January 2021,Amazon Customer,Value for money,Nice product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 4 December 2020,Amazon Customer,Nilesh Kumar,Good washing machine,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,Amazon Customer,Very good product,Very good product.,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 28 August 2020,Shailja,Wonderful product,Wonderful. Product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 9 November 2020,Pankaj khanna,Totally satisfied,Value for money .,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 6 November 2020,jose,Nice product. Very much satisfied,Value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 11 November 2020,Birju,very nice product,Value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 25 January 2021,Plz call 9450372518,Best product,Product is best,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 November 2020,Shahzada Saleem Mohammed,Easy to use,Value for money,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 23 November 2020,neeraj,Good value money product,Working speed,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 5 November 2020,mohdAzhar,Mohd azhar,Good machine,4.0 out of 5 stars
B085JF9J44,Reviewed in India on 15 February 2021,mohit jain,Mohit jain,Nice product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 9 March 2021,Atul,Nyc product,Nyc product,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 December 2020,javid,Very good,Very good,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 9 October 2020,Rohit kumar,Good,Good,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 2 December 2020,Sunaina thalwal,This product is very good,I like it,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 12 October 2020,Ranjeet S.,Very nice,white westinghouse washing machine bahut badhiya पैसा वसूल वाशिंग मशीन चलने में काम करने में बहुत जबरदस्त कंपेयर एलजी वाशिंग मशीन,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 7 October 2020,Jeet,NICE PRODUCT,I didn't purchased but ordered for my sister and she really liked it.. good product.. but packaging need to be more solid..,3.0 out of 5 stars
B085JF9J44,Reviewed in India on 21 December 2020,rishi,Good,Gud products with budget and a w e s o me p r I c e l o w h,1.0 out of 5 stars
B085JF9J44,Reviewed in India on 9 November 2020,Anita t.,Good working,This is a good product and I am impressed for this washing machine. Your product are very good. Keep it up,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 23 August 2020,Anurag,Awesome!!,Very good product with nice build quality,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 24 August 2020,Sanchit Beniwal,Nice,Nice,5.0 out of 5 stars
B085JF9J44,Reviewed in India on 8 October 2020,kalpesh manani,Superb product,Superb product at this price range.... Smooth functioning and no sound while operating ... Hope after sale services will also be good too,4.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 23 October 2020,Amazon Customer,"Product was gud, but while installation, serviceman charged 1000 rs extra.","Product was gud. But while installation, service man charged 1000rs extra..",3.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 19 October 2020,Poulami,Superb washing machine,Excellent product. Value for money.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 27 October 2020,amar chauhan,Very smooth,Good product. Very fast installation same day delivery and installation is done. Good working. Love and blessings for LG ..,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 17 December 2020,Vinod s.,No jet wash feature & no air dry,No jet wash feature is not available on this model... Water level option is only 6 levels as compared to other models. And it does not have air dry feature. If you spend 2500 RS extra you can get a full option model... A better choice.. If above mentioned optioned if not required the machine is doing a better job...,3.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 3 January 2021,Amazon Customer,Very good one for household purposes,I purchased this washing machine for my home and it was delivered safely at the doorstep in the stipulated time. The machine is running smoothly but the only concern is sometimes is take more time than what is shown in the display before starting the machine.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 24 January 2021,Imdone,Superb!!,Terrific purchase. Installation done within 2 hours after delivery of product.Thanks to Amazon for providing it in decent condition.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 10 February 2021,Jeevana Praharsha,Disappointed,"The machine board where the buttons operate was a defective piece... It worked the first day,but alternate days it started giving trouble.,a service engineer had to come to replace the machine .. what's the point of having a new machine when it is already being repaired...",2.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 31 January 2021,Kotal Mahesh,Nicely made model T70SPSF2Z,"This specific model is very good, as per my expectation, I study this product before buying also checked lot of other brands like ifb and Samsung i find this best coz it has inverter with 5 star energy saving. Go for this model coz I'm writing this review after 6 days.",5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 16 December 2020,Dinesh Sharma,Best Buy,"Very good machine, using it since more then a month, based on inverter motor technology, quite silent and best Washington results. Good service by Amazon and LG.. Delivered on time and installed on same day.",5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 10 February 2021,Aj,no noise and vibrations,Good wash quality and product was delivered as described promptly. Thanks to Amazon.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 27 January 2021,Vignesh,Installation people have to do good service,Product is ok. But I am not satisfied with the installation because the person who came for installation they were not properly guided and has worst behavior.,4.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 6 February 2021,Rajesh,Good machine. Easy to use,Easy to use. Good for small family. Wash quality is good. But drying is not upto the mark. Else everything is good.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 18 December 2020,Navk,Good product,"It's been 1month we are using it ,good product, no noise ,washing well.",5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 24 February 2021,Babita,Good purchase,I'm using it's since a month and everything seems fine but only thing is the inlet and outlet pipes are very small due to which I had to buy additional pipes form outside.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 24 February 2021,kathiravan,Nice product,Value for money,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 27 October 2020,sanjeev bhardwaj,"All steel body,drum also steel,working fine",Good machine,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 3 December 2020,Amazon Customer,Nice product by LG,"Good product.. Working fine.. Delivered on time.. Installation got delayed by 2days, but was done nicely.",5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 22 January 2021,Amazon Customer,Super,Super....worth for money but during installation 2100rs extra forsome power and pipe,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 17 March 2021,Raj,Go for this product..,Thanks Amazon for this great product. It’s really good wash all types of clothes and very minimal noise. Go for it..,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 29 January 2021,shah mayank,lg is best,don't confuse if you buy washing machine. ONLY LG,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 31 January 2021,lokendra,Nice machine,LG products are always good,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 9 February 2021,Isabel,Good to buy direct from shop,Installation time no demo shown. If called again for demo service chargeable which is not correct.,4.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 25 February 2021,Pramod,Best product,Best product by LG. Amazon delivery and product installation service are awesome.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 29 January 2021,Rohit Singh,Go for it.,A very good product from LG. Also the packaging and delivery from Amazon was awesome.,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 16 December 2020,Amazon Customer,Value of product,Very good product,4.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 30 January 2021,Jay,Excellent 👌,It's very easy to use with low budget,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 17 February 2021,Amazon Customer,Good quality,Excellent product,4.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 23 January 2021,VK,LG,Good,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 8 March 2021,Aakash,Superb,I feel good,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 23 March 2021,Prasad shinde,Excellent,Excellent,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 11 February 2021,buddywhysir,Good purchase,Found a great deal on Amazon. Value for money,5.0 out of 5 stars
B08DH9PKJ2,Reviewed in India on 14 March 2021,Shilpa ,Value for money,Very Good product,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 14 December 2020,Suresh Lokanathan,Terrific purchase !,Panasonic 7.5 kg with Built in Heater was purchased by us after doing lot of research .the product was delivered and installed by Panasonic Team on same day. Just register your details on company app and you get a call back .. About the product :-. Pros. 1.Well-built and sturdy.. 2.Noiseless.. Cons. 1.None,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 7 February 2021,Shantanu,Value for money,Good features for the price. Less noisy and water levels is measured automatically. Even washed my shoes without telling my wife 😂,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 30 January 2021,Ravi Manglani ,Quality Purchase,Excellent Product - Panasonic,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 27 February 2021,Gladis,Worth buying,I always choose Panasonic products. They are lasting and gives satisfied results.,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 16 March 2021,Asifchand,Best product,"Best washing machine,easy to use,having a number of functions and programs in it",5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 5 February 2021,Ambarish,Great product,Very much satisfied.,5.0 out of 5 stars
B08FS9GL8B,Reviewed in India on 5 February 2021,Pramod Nayak,Timely servicing required by expert technician.,Excellent,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 October 2019,കുഞ്ഞാപ്പ തങ്ങൾ,Excellent product,"LG 5star semi automatic washing machine is Nice product.....it's auto restarting option when the power cut is occur, is very helpful.... The total appearance is good....but There is no filter bag with this product,as shown in the picture epicture the 3rd installation filter kit is missing",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 6 October 2019,MANMOHAN R.,Delivery ignorance and packing plus no installation provided,Got no filter with the machine now have to run for getting filter for machine which is not easily available. And no installation provided. 👎👎,2.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 21 July 2020,Vipin Yadav,Good Product and trust of LG Brand.,"After a long duration of Use, I must tell that this product is very good and This machine I got since last 2 months I am using this machine no issue till date, efficiency is good, operating is fine and simple, and machine can restart from where it shutdown due to electricity and the trust of LG brand is here. The one and only issue is that the Filter Kit is not here as shown in picture. Overall it's a good product.",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 October 2019,Mohsin Khan,Bit disappointing from brand like LG,"The product looks good however, the washer space is smaller then our 6.2 kg old washing machine. LG should check the space for 6.2 market washing machine and it’s own 8kg machine.. I bought it due to 8kg washable space mention and our old one is 6.2 kg",1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 1 July 2020,Amazon Customer,Excellent Product,"Another excellent purchase from LG. Value for money product got at a good price from Amazon.. And amazon service again top notch, from tracking to delivery, packaging and duration of delivery.. I wanted to replace it with a bigger size but thats not possible as advised by the CCE since the product has no issues.. Fine!. Good Job #Amazon#LG!",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 2 March 2021,Amazon Customer,Its little costly but worth it,Compare to other washing machine. This seems to be little costly which is around 13450 but worth it. If you are cost conscious than go for other brand. But if you wanted to invest in long term with 5 star energy efficient than go for this.. Couple of points which helped me and may be useful for you too (2 month after purchased).. Pros :. - Check energy efficient rating. (This machine has 5 star rating). - Machine is easily movable or not (This washing has 2 front 360 wheel and other are normal). - Round Lint which I liked . I don't have exact answer is it really good or not. Find it ok.. - The built looks good and clean. The material is plastic but looks good. LG always has some plus point in this area whichever product of them you go for.. - The motor RPM speed is good (1350). Noise as usual is same as other semi automatic washing machine.. - Rat away material which promise Rat will not built their housing inside your washing machine.. You will find most of the washing machine in the range of 11k to 12k have the above features . I checked the review on Flipkart as well as Amazon. Find too much fluctuation on other brand pricing but the price of this washing was constant as well as review were mostly par @ average 4.5 (above 100 to 200 reviews).,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 November 2020,Umesh Chand,Arrived one day late but came in perfect condition,Machine arrived a day late but there is no damage which I was worried because large appliances can be poor handled. However with my order the product arrived in perfect condition and no missing part which is great. Happy to recommend to others. 5 star rating definitely makes it less power consuming product.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 28 September 2020,Akshay,Average performance but energy efficient.,"Product is as described in the product description. Since it has 5 star rating, the performance is not so good but off course it will save energy. Machine has 4 wheels but the problem is only 2 wheels on one side can rotate 360° which causes difficulty to move the machine. Good for larger families.",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 21 November 2020,Prem singh,Product is not checked before delivery. It's defective & make more noises,"Useless product delivered by Amazon. Defective item delivered on 19 Nov, their technician recommend for replacement on 21 Nov 2020. But still (today 12 Dec) they have not replaced.",1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 27 August 2020,Amitkumar Bhangale,Very Nice Product 👍👍,"Product is very Good.. Packaging was also Good.. Only two noting want to mention.. 1) lint filter is missing.. 2) Vibration and sound is little bit more while working due to the spinning force of washing water.. But overall, product is very Good.",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 September 2020,Subhajit Pal,Excellent product,"I’m using it since 3 months. It’s doing its job nicely. Performance of the product is very good. If u thinking to buy it, just buy it without any second thought....😊😊",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 17 December 2020,Amazon Customer,Best washing machine,"Excellent quality of washing, especially spin drier is marvellous,but the magic wheels are bit disappointing. Over all awesome purchase",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 12 December 2020,I am PRIYANSHU,Just get it!!,Very good product at reasonable price . It is very easy to use and overall performance is best .,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 7 December 2019,Amazon Customer,Worth money,"Wow awesome product, and worth price 12990 only , very good deal. I like Amazon, thanks to Amazon .",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 12 September 2020,Prateek Shankar,Good for small famlies,The product is good for small families no issues so far,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 October 2020,Ashish,Did not get filter,Filter did not get. Please send filter soon. Otherwise I will return it,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 June 2020,Saariya,Very happy,We got two. Amazing price. Worthy .works nicely. Dries very fast. And we got a small pack of Ariel free.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 December 2020,Anubhav Taneja,Missing part,"Ordered the washing machine and delivered at the door step. However, when I was installing the machine I discovered that the lint filter was missing.",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 January 2021,Manjit kaur,Nice product,LG product is best it is durable and long lasting,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 1 November 2020,Arbaaz,Reasonable! Durable! Easy to use!,After 6 months of use it is working fine with no issue. Best semiautomatic machine in this prize range.,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 October 2019,ashish,Not Satisfied....filter not provided,"There is no filter bag with this product,as shown in the picture,the 3rd installation filter kit is missing.",1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 27 October 2019,The Raj,2019 ka Best washing machine hai,"Wire aur Drin Pip Short hai, baki sab 1st Class hai",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 March 2021,vandana,Good,Good,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 24 March 2021,Vinod K.,Best deal,"Got it for 11,600/ on sale. Giving review after 6months, working very good, worth of purchase with this price.",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 March 2020,Ishnoor,Awesome product,Great work.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 8 January 2020,rajesh kumar,Good,Good product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 October 2020,Atishay yadvendra,Amazing,Both are good price and product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 September 2020,srabani,good,Overall good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 December 2020,sahid,Noisy but okay,Working smooth. But the motor makes very high noise,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 6 March 2020,Satendra Kumar,Good,Good,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 December 2020,Arun pratap singh,Good washing machine from lg,"Working fine brought in ₹11700, 8kg",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 October 2020,RAJBALI Maurya,Good product,Good product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 October 2020,Ayush Singh,Filter is missing in the box discusting,Filter is not available in the box which is mentioned in instalation process nber 3 very bad,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 14 March 2020,manish kumar,Good,Very good product,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 14 July 2020,Thennavan,Super,Awesome product and quick Amazon prime delivery .. Easy to move and wash. Worth for money,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 4 March 2020,paramvir singh,Average,Average product,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 15 December 2020,chetan anand,Happy ☺️,Working fine as per the expectation.Relaxed after purchase for washing clothes.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 13 June 2020,Deepak,Awsome LG,Good product from LG. Thanx Amazon for the fast delivery ( 4 days before the delivery date) 🙂🙂,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 25 December 2020,Prashant Gupta,Filter bag is missing,Everything is found.. except filter bag..pls provide asap...,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 February 2021,Prabhat khokhar,Good product,Easy to use and good value for money,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 May 2020,Imran Khan,Received damaged product,Received damaged product,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 16 November 2020,saurabh kumar sharma,Simple but Excellent 👍,Simple functions quick to understand and use.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 February 2021,R.Jayath,LG meaning life good,Nice washing machine lg,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 26 July 2020,Rajeev dhawan,Worst product donot buy,Water is leaking,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 19 December 2020,Zameer,LG really makes ur life good,The machine is very simple and easy to use. I like the design too,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 6 November 2019,Amazon Customer,Very good item,Excellent,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 2 November 2020,Aleem Pasha,Filter kit missing,Filter kit missing,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 2 June 2020,Sahil G.,Accessories Missing,I have not received the rotation or lint Filter.. It is missing in accessories.,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 July 2020,saurabh,Awesum product..,Got same as shown in Amazon app... Worth of money good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 14 March 2021,amit gautam,Very Good quality,Very easy,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 July 2020,Amazon Customer,Good Product,Product good and amazon delivery also good but demo person is not available.,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 11 December 2020,MURTHY NVKVSN,Good value piece,Good piece at better price,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 30 September 2020,AV Narasimha Raju,Average,Average,3.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 5 February 2021,Abhishek Pathak,Good,Best Product Becasue Lg Is Good Company,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 August 2020,sunny,installation bed,my prodect not compelt installation oftar 5days dalevry finesh 😢,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 9 December 2020,Anmol,Broken product delivered - no help from Amazon,The broken product was delivered to me,1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 24 March 2021,Amazon Customer,.,"Good product , value for money",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 13 November 2020,Indrajitsinh Makwana,It's amazing.,washing machine such a Very good product of L.G. in minimum price 😊👌,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 1 November 2019,Rudra pratap singh,whole accessories not given with products,"Whole accessories not given , maybe some one stole. There is no filter paper .... Filter kit Missing.",1.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 27 November 2019,Monu chaudhary,Amazon service is good,"Lg product is good but washing tub is small 8 kg compare to other product,",4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 March 2021,Raja Kumar,Amzng,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 November 2020,Shiv kumar,Good,Good product,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 23 January 2020,p srinu,Srinu,Srinu,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 18 October 2020,Rafi,Good product,Good product..... Worth for price... Thank you...,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 8 January 2021,AL,Best dryer,"Good quality, best drying",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 15 September 2020,Abdul B.,good,"nice product, value for money..",5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 29 October 2020,ali a.,Superb,Excellent,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 8 August 2020,Amazon Customer,Simple and hassle free operation.,Go for it.,4.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 22 August 2020,Mr sanjay,Gudd product,I m using it from past 3 days its been working awesome,5.0 out of 5 stars
B07WSQDMHJ,Reviewed in India on 25 November 2019,Amazon Customer,Very nice,Very nice product,5.0 out of 5 stars
